"activity","subjectid","signaldomain","accelerationtype","method","measure","dimension","isjerk","ismagnitude","avg"
"standing","14","t","body","gyro","mean","x",FALSE,FALSE,-0.0220886526891667
"standing","14","t","body","gyro","mean","x",TRUE,FALSE,-0.100718458866667
"standing","14","t","body","gyro","mean","y",FALSE,FALSE,-0.05581088271
"standing","14","t","body","gyro","mean","y",TRUE,FALSE,-0.04500967927
"standing","14","t","body","gyro","mean","z",FALSE,FALSE,0.07904758875
"standing","14","t","body","gyro","mean","z",TRUE,FALSE,-0.0509036177765
"standing","14","t","body","gyro","mean","NA",FALSE,TRUE,-0.943530016833333
"standing","14","t","body","gyro","mean","NA",TRUE,TRUE,-0.974873328
"standing","14","t","body","gyro","std","x",FALSE,FALSE,-0.9610917615
"standing","14","t","body","gyro","std","x",TRUE,FALSE,-0.969948875166667
"standing","14","t","body","gyro","std","y",FALSE,FALSE,-0.9462806205
"standing","14","t","body","gyro","std","y",TRUE,FALSE,-0.9706929555
"standing","14","t","body","gyro","std","z",FALSE,FALSE,-0.946589134666667
"standing","14","t","body","gyro","std","z",TRUE,FALSE,-0.974687865833333
"standing","14","t","body","gyro","std","NA",FALSE,TRUE,-0.931426203833333
"standing","14","t","body","gyro","std","NA",TRUE,TRUE,-0.966834217
"standing","14","t","gravity","acc","mean","x",FALSE,FALSE,0.875319569
"standing","14","t","gravity","acc","mean","y",FALSE,FALSE,-0.226692231166667
"standing","14","t","gravity","acc","mean","z",FALSE,FALSE,-0.338174888666667
"standing","14","t","gravity","acc","mean","NA",FALSE,TRUE,-0.943456847333333
"standing","14","t","gravity","acc","std","x",FALSE,FALSE,-0.972005366333333
"standing","14","t","gravity","acc","std","y",FALSE,FALSE,-0.965781048333333
"standing","14","t","gravity","acc","std","z",FALSE,FALSE,-0.940757718
"standing","14","t","gravity","acc","std","NA",FALSE,TRUE,-0.936735577166667
"standing","15","f","body","acc","mean","x",FALSE,FALSE,-0.986724998867925
"standing","15","f","body","acc","mean","x",TRUE,FALSE,-0.985353492641509
"standing","15","f","body","acc","mean","y",FALSE,FALSE,-0.943348788679245
"standing","15","f","body","acc","mean","y",TRUE,FALSE,-0.967884709433962
"standing","15","f","body","acc","mean","z",FALSE,FALSE,-0.965473514528302
"standing","15","f","body","acc","mean","z",TRUE,FALSE,-0.982632302830189
"standing","15","f","body","acc","mean","NA",FALSE,TRUE,-0.960337344339623
"standing","15","f","body","acc","mean","NA",TRUE,TRUE,-0.979078785660377
"standing","15","f","body","acc","std","x",FALSE,FALSE,-0.990060962641509
"standing","15","f","body","acc","std","x",TRUE,FALSE,-0.986934133584906
"standing","15","f","body","acc","std","y",FALSE,FALSE,-0.930286443396226
"standing","15","f","body","acc","std","y",TRUE,FALSE,-0.969934103584906
"standing","15","f","body","acc","std","z",FALSE,FALSE,-0.947905911320755
"standing","15","f","body","acc","std","z",TRUE,FALSE,-0.986654459433962
"standing","15","f","body","acc","std","NA",FALSE,TRUE,-0.950204045849057
"standing","15","f","body","acc","std","NA",TRUE,TRUE,-0.980184086603774
"standing","15","f","body","gyro","mean","x",FALSE,FALSE,-0.950380286226415
"standing","15","f","body","gyro","mean","y",FALSE,FALSE,-0.975133868867925
"standing","15","f","body","gyro","mean","z",FALSE,FALSE,-0.96826485509434
"standing","15","f","body","gyro","mean","NA",FALSE,TRUE,-0.956733900188679
"standing","15","f","body","gyro","mean","NA",TRUE,TRUE,-0.983188091886792
"standing","15","f","body","gyro","std","x",FALSE,FALSE,-0.948275234150943
"standing","15","f","body","gyro","std","y",FALSE,FALSE,-0.969442882075472
"standing","15","f","body","gyro","std","z",FALSE,FALSE,-0.971282183584906
"standing","15","f","body","gyro","std","NA",FALSE,TRUE,-0.928838303773585
"standing","15","f","body","gyro","std","NA",TRUE,TRUE,-0.980329709433962
"standing","15","t","body","acc","mean","x",FALSE,FALSE,0.278915803962264
"standing","15","t","body","acc","mean","x",TRUE,FALSE,0.0752280703207547
"standing","15","t","body","acc","mean","y",FALSE,FALSE,-0.0183516360396226
"standing","15","t","body","acc","mean","y",TRUE,FALSE,0.00617255520183019
"standing","15","t","body","acc","mean","z",FALSE,FALSE,-0.105910832679245
"standing","15","t","body","acc","mean","z",TRUE,FALSE,-0.00658737093471698
"standing","15","t","body","acc","mean","NA",FALSE,TRUE,-0.961207616226415
"standing","15","t","body","acc","mean","NA",TRUE,TRUE,-0.981495125660377
"standing","15","t","body","acc","std","x",FALSE,FALSE,-0.988949247358491
"standing","15","t","body","acc","std","x",TRUE,FALSE,-0.985459068490566
"standing","15","t","body","acc","std","y",FALSE,FALSE,-0.931900148301887
"standing","15","t","body","acc","std","y",TRUE,FALSE,-0.967720399622641
"standing","15","t","body","acc","std","z",FALSE,FALSE,-0.951670257924528
"standing","15","t","body","acc","std","z",TRUE,FALSE,-0.985301940754717
"standing","15","t","body","acc","std","NA",FALSE,TRUE,-0.948600432641509
"standing","15","t","body","acc","std","NA",TRUE,TRUE,-0.979994800566038
"standing","15","t","body","gyro","mean","x",FALSE,FALSE,-0.0262433562254717
"standing","15","t","body","gyro","mean","x",TRUE,FALSE,-0.101358786226415
"standing","15","t","body","gyro","mean","y",FALSE,FALSE,-0.0659637517169811
"standing","15","t","body","gyro","mean","y",TRUE,FALSE,-0.0438507492018868
"standing","15","t","body","gyro","mean","z",FALSE,FALSE,0.0761946738773585
"standing","15","t","body","gyro","mean","z",TRUE,FALSE,-0.052278397190566
"standing","15","t","body","gyro","mean","NA",FALSE,TRUE,-0.946961381132076
"standing","15","t","body","gyro","mean","NA",TRUE,TRUE,-0.984407077924528
"standing","15","t","body","gyro","std","x",FALSE,FALSE,-0.947790802075472
"standing","15","t","body","gyro","std","x",TRUE,FALSE,-0.971514312075472
"standing","15","t","body","gyro","std","y",FALSE,FALSE,-0.971332584339623
"standing","15","t","body","gyro","std","y",TRUE,FALSE,-0.988107413962264
"standing","15","t","body","gyro","std","z",FALSE,FALSE,-0.968167046415094
"standing","15","t","body","gyro","std","z",TRUE,FALSE,-0.981293117924528
"standing","15","t","body","gyro","std","NA",FALSE,TRUE,-0.931286778679245
"standing","15","t","body","gyro","std","NA",TRUE,TRUE,-0.98143282754717
"standing","15","t","gravity","acc","mean","x",FALSE,FALSE,0.965528899622642
"standing","15","t","gravity","acc","mean","y",FALSE,FALSE,-0.164713175490566
"standing","15","t","gravity","acc","mean","z",FALSE,FALSE,0.0645975994528302
"standing","15","t","gravity","acc","mean","NA",FALSE,TRUE,-0.961207616226415
"standing","15","t","gravity","acc","std","x",FALSE,FALSE,-0.988432084716981
"standing","15","t","gravity","acc","std","y",FALSE,FALSE,-0.965687978301887
"standing","15","t","gravity","acc","std","z",FALSE,FALSE,-0.958810153207547
"standing","15","t","gravity","acc","std","NA",FALSE,TRUE,-0.948600432641509
"standing","16","f","body","acc","mean","x",FALSE,FALSE,-0.989427670897436
"standing","16","f","body","acc","mean","x",TRUE,FALSE,-0.991038638974359
"standing","16","f","body","acc","mean","y",FALSE,FALSE,-0.96931401525641
"standing","16","f","body","acc","mean","y",TRUE,FALSE,-0.982425403974359
"standing","16","f","body","acc","mean","z",FALSE,FALSE,-0.969999504230769
"standing","16","f","body","acc","mean","z",TRUE,FALSE,-0.986091891538462
"standing","16","f","body","acc","mean","NA",FALSE,TRUE,-0.971082558076923
"standing","16","f","body","acc","mean","NA",TRUE,TRUE,-0.986502687948718
"standing","16","f","body","acc","std","x",FALSE,FALSE,-0.989100620641026
"standing","16","f","body","acc","std","x",TRUE,FALSE,-0.991847149615385
"standing","16","f","body","acc","std","y",FALSE,FALSE,-0.958174310128205
"standing","16","f","body","acc","std","y",TRUE,FALSE,-0.984236462179487
"standing","16","f","body","acc","std","z",FALSE,FALSE,-0.948540267051282
"standing","16","f","body","acc","std","z",TRUE,FALSE,-0.98865796025641
"standing","16","f","body","acc","std","NA",FALSE,TRUE,-0.957173571923077
"standing","16","f","body","acc","std","NA",TRUE,TRUE,-0.985912716923077
"standing","16","f","body","gyro","mean","x",FALSE,FALSE,-0.973157351666667
"standing","16","f","body","gyro","mean","y",FALSE,FALSE,-0.983594244615385
"standing","16","f","body","gyro","mean","z",FALSE,FALSE,-0.98363927
"standing","16","f","body","gyro","mean","NA",FALSE,TRUE,-0.975448632179487
"standing","16","f","body","gyro","mean","NA",TRUE,TRUE,-0.99117243
"standing","16","f","body","gyro","std","x",FALSE,FALSE,-0.973926885
"standing","16","f","body","gyro","std","y",FALSE,FALSE,-0.978402418717949
"standing","16","f","body","gyro","std","z",FALSE,FALSE,-0.983527402051282
"standing","16","f","body","gyro","std","NA",FALSE,TRUE,-0.963574736025641
"standing","16","f","body","gyro","std","NA",TRUE,TRUE,-0.990672800769231
"standing","16","t","body","acc","mean","x",FALSE,FALSE,0.283497402948718
"standing","16","t","body","acc","mean","x",TRUE,FALSE,0.0736438905641026
"standing","16","t","body","acc","mean","y",FALSE,FALSE,-0.0165999672935897
"standing","16","t","body","acc","mean","y",TRUE,FALSE,0.0120767950358846
"standing","16","t","body","acc","mean","z",FALSE,FALSE,-0.103657729076923
"standing","16","t","body","acc","mean","z",TRUE,FALSE,-0.00476310557910256
"standing","16","t","body","acc","mean","NA",FALSE,TRUE,-0.969948825128205
"standing","16","t","body","acc","mean","NA",TRUE,TRUE,-0.989205231794872
"standing","16","t","body","acc","std","x",FALSE,FALSE,-0.989076811794872
"standing","16","t","body","acc","std","x",TRUE,FALSE,-0.991026497435897
"standing","16","t","body","acc","std","y",FALSE,FALSE,-0.960298267692308
"standing","16","t","body","acc","std","y",TRUE,FALSE,-0.98262195474359
"standing","16","t","body","acc","std","z",FALSE,FALSE,-0.953468961666667
"standing","16","t","body","acc","std","z",TRUE,FALSE,-0.988073825641026
"standing","16","t","body","acc","std","NA",FALSE,TRUE,-0.95729449448718
"standing","16","t","body","acc","std","NA",TRUE,TRUE,-0.986761550641026
"standing","16","t","body","gyro","mean","x",FALSE,FALSE,-0.0299337294166667
"standing","16","t","body","gyro","mean","x",TRUE,FALSE,-0.100107332602564
"standing","16","t","body","gyro","mean","y",FALSE,FALSE,-0.068667733
"standing","16","t","body","gyro","mean","y",TRUE,FALSE,-0.0424982241410256
"standing","16","t","body","gyro","mean","z",FALSE,FALSE,0.0867342708846154
"standing","16","t","body","gyro","mean","z",TRUE,FALSE,-0.0544335294410256
"standing","16","t","body","gyro","mean","NA",FALSE,TRUE,-0.972528178205128
"standing","16","t","body","gyro","mean","NA",TRUE,TRUE,-0.992848576025641
"standing","16","t","body","gyro","std","x",FALSE,FALSE,-0.973400107564103
"standing","16","t","body","gyro","std","x",TRUE,FALSE,-0.987102322692308
"standing","16","t","body","gyro","std","y",FALSE,FALSE,-0.980110277307692
"standing","16","t","body","gyro","std","y",TRUE,FALSE,-0.992589441153846
"standing","16","t","body","gyro","std","z",FALSE,FALSE,-0.982357006410256
"standing","16","t","body","gyro","std","z",TRUE,FALSE,-0.992698522948718
"standing","16","t","body","gyro","std","NA",FALSE,TRUE,-0.964105768461539
"standing","16","t","body","gyro","std","NA",TRUE,TRUE,-0.990809427435897
"standing","16","t","gravity","acc","mean","x",FALSE,FALSE,0.941587749358974
"standing","16","t","gravity","acc","mean","y",FALSE,FALSE,-0.0578867045
"standing","16","t","gravity","acc","mean","z",FALSE,FALSE,-0.166737468166667
"standing","16","t","gravity","acc","mean","NA",FALSE,TRUE,-0.969948825128205
"standing","16","t","gravity","acc","std","x",FALSE,FALSE,-0.985359689871795
"standing","16","t","gravity","acc","std","y",FALSE,FALSE,-0.980552435769231
"standing","16","t","gravity","acc","std","z",FALSE,FALSE,-0.959562830769231
"standing","16","t","gravity","acc","std","NA",FALSE,TRUE,-0.95729449448718
"standing","17","f","body","acc","mean","x",FALSE,FALSE,-0.990927533846154
"standing","17","f","body","acc","mean","x",TRUE,FALSE,-0.992129225769231
"standing","17","f","body","acc","mean","y",FALSE,FALSE,-0.97417056948718
"standing","17","f","body","acc","mean","y",TRUE,FALSE,-0.986278342435897
"standing","17","f","body","acc","mean","z",FALSE,FALSE,-0.980231575769231
"standing","17","f","body","acc","mean","z",TRUE,FALSE,-0.989563633076923
"standing","17","f","body","acc","mean","NA",FALSE,TRUE,-0.980967748205128
"standing","17","f","body","acc","mean","NA",TRUE,TRUE,-0.990162798846154
"standing","17","f","body","acc","std","x",FALSE,FALSE,-0.991318528333333
"standing","17","f","body","acc","std","x",TRUE,FALSE,-0.992775377692308
"standing","17","f","body","acc","std","y",FALSE,FALSE,-0.966427323846154
"standing","17","f","body","acc","std","y",TRUE,FALSE,-0.988200349487179
"standing","17","f","body","acc","std","z",FALSE,FALSE,-0.966999000897436
"standing","17","f","body","acc","std","z",TRUE,FALSE,-0.991450377692308
"standing","17","f","body","acc","std","NA",FALSE,TRUE,-0.975504840641026
"standing","17","f","body","acc","std","NA",TRUE,TRUE,-0.989472086666667
"standing","17","f","body","gyro","mean","x",FALSE,FALSE,-0.980696264102564
"standing","17","f","body","gyro","mean","y",FALSE,FALSE,-0.987334041282051
"standing","17","f","body","gyro","mean","z",FALSE,FALSE,-0.985954978205128
"standing","17","f","body","gyro","mean","NA",FALSE,TRUE,-0.984291131538461
"standing","17","f","body","gyro","mean","NA",TRUE,TRUE,-0.992723939358974
"standing","17","f","body","gyro","std","x",FALSE,FALSE,-0.981791318076923
"standing","17","f","body","gyro","std","y",FALSE,FALSE,-0.983946584871795
"standing","17","f","body","gyro","std","z",FALSE,FALSE,-0.986725274871795
"standing","17","f","body","gyro","std","NA",FALSE,TRUE,-0.977263418717949
"standing","17","f","body","gyro","std","NA",TRUE,TRUE,-0.992177303589744
"standing","17","t","body","acc","mean","x",FALSE,FALSE,0.277942503333333
"standing","17","t","body","acc","mean","x",TRUE,FALSE,0.0740864955641026
"standing","17","t","body","acc","mean","y",FALSE,FALSE,-0.0174120064169231
"standing","17","t","body","acc","mean","y",TRUE,FALSE,0.00657853452564103
"standing","17","t","body","acc","mean","z",FALSE,FALSE,-0.111432145565
"standing","17","t","body","acc","mean","z",TRUE,FALSE,-0.00403599594166667
"standing","17","t","body","acc","mean","NA",FALSE,TRUE,-0.977635981410256
"standing","17","t","body","acc","mean","NA",TRUE,TRUE,-0.991742753589744
"standing","17","t","body","acc","std","x",FALSE,FALSE,-0.991163919871795
"standing","17","t","body","acc","std","x",TRUE,FALSE,-0.992094005512821
"standing","17","t","body","acc","std","y",FALSE,FALSE,-0.968176663717949
"standing","17","t","body","acc","std","y",TRUE,FALSE,-0.98666125974359
"standing","17","t","body","acc","std","z",FALSE,FALSE,-0.970462679230769
"standing","17","t","body","acc","std","z",TRUE,FALSE,-0.991217027307692
"standing","17","t","body","acc","std","NA",FALSE,TRUE,-0.975377309871795
"standing","17","t","body","acc","std","NA",TRUE,TRUE,-0.990363248205128
"standing","17","t","body","gyro","mean","x",FALSE,FALSE,-0.0269576937130769
"standing","17","t","body","gyro","mean","x",TRUE,FALSE,-0.101289168653846
"standing","17","t","body","gyro","mean","y",FALSE,FALSE,-0.0770632126371795
"standing","17","t","body","gyro","mean","y",TRUE,FALSE,-0.0404518753974359
"standing","17","t","body","gyro","mean","z",FALSE,FALSE,0.0880561869358974
"standing","17","t","body","gyro","mean","z",TRUE,FALSE,-0.0546331330897436
"standing","17","t","body","gyro","mean","NA",FALSE,TRUE,-0.978184576538462
"standing","17","t","body","gyro","mean","NA",TRUE,TRUE,-0.993672973717949
"standing","17","t","body","gyro","std","x",FALSE,FALSE,-0.981373082948718
"standing","17","t","body","gyro","std","x",TRUE,FALSE,-0.989257196282051
"standing","17","t","body","gyro","std","y",FALSE,FALSE,-0.985121164615385
"standing","17","t","body","gyro","std","y",TRUE,FALSE,-0.993699908589744
"standing","17","t","body","gyro","std","z",FALSE,FALSE,-0.985538363333333
"standing","17","t","body","gyro","std","z",TRUE,FALSE,-0.992327099487179
"standing","17","t","body","gyro","std","NA",FALSE,TRUE,-0.977680837435897
"standing","17","t","body","gyro","std","NA",TRUE,TRUE,-0.992372117307692
"standing","17","t","gravity","acc","mean","x",FALSE,FALSE,0.904678547435897
"standing","17","t","gravity","acc","mean","y",FALSE,FALSE,-0.257486817948718
"standing","17","t","gravity","acc","mean","z",FALSE,FALSE,-0.202687757012821
"standing","17","t","gravity","acc","mean","NA",FALSE,TRUE,-0.977635981410256
"standing","17","t","gravity","acc","std","x",FALSE,FALSE,-0.985751365769231
"standing","17","t","gravity","acc","std","y",FALSE,FALSE,-0.975810476025641
"standing","17","t","gravity","acc","std","z",FALSE,FALSE,-0.969171762179487
"standing","17","t","gravity","acc","std","NA",FALSE,TRUE,-0.975377309871795
"standing","18","f","body","acc","mean","x",FALSE,FALSE,-0.990409919315068
"standing","18","f","body","acc","mean","x",TRUE,FALSE,-0.989544971232877
"standing","18","f","body","acc","mean","y",FALSE,FALSE,-0.961239135479452
"standing","18","f","body","acc","mean","y",TRUE,FALSE,-0.975243689589041
"standing","18","f","body","acc","mean","z",FALSE,FALSE,-0.975772813972603
"standing","18","f","body","acc","mean","z",TRUE,FALSE,-0.986265653561644
"standing","18","f","body","acc","mean","NA",FALSE,TRUE,-0.976797646027397
"standing","18","f","body","acc","mean","NA",TRUE,TRUE,-0.984987073150685
"standing","18","f","body","acc","std","x",FALSE,FALSE,-0.992789068493151
"standing","18","f","body","acc","std","x",TRUE,FALSE,-0.990287933424657
